filename	onset	offset	event_label
1944.wav	8.607	9.111	Dishes
1945.wav	2.048	3.538	Blender
1945.wav	7.916	8.550	Speech
1945.wav	9.715	10.000	Blender
1950.wav	7.018	7.268	Dishes
1950.wav	7.382	7.632	Speech
1950.wav	9.084	10.000	Blender
1951.wav	7.659	10.000	Blender
1952.wav	2.035	7.938	Blender
1952.wav	3.901	4.151	Speech
1952.wav	9.409	10.000	Speech
1954.wav	1.105	3.559	Blender
1954.wav	4.381	4.631	Dishes
1954.wav	6.530	10.000	Blender
1954.wav	8.158	8.502	Speech
196.wav	0.034	1.946	Dishes
196.wav	1.176	2.428	Speech
196.wav	2.996	3.409	Speech
196.wav	3.014	3.264	Dishes
196.wav	4.597	6.488	Speech
196.wav	4.619	5.368	Dishes
196.wav	5.618	6.184	Dishes
196.wav	8.147	8.497	Dishes
196.wav	8.256	9.336	Speech
1960.wav	1.737	3.116	Speech
1960.wav	3.930	7.957	Speech
1960.wav	8.718	10.000	Blender
1962.wav	4.100	4.726	Speech
1962.wav	5.883	6.899	Blender
1963.wav	0.699	2.705	Blender
1963.wav	6.139	6.541	Speech
1963.wav	7.826	8.999	Speech
1964.wav	0.603	0.956	Dishes
1964.wav	3.046	5.439	Speech
1964.wav	9.201	10.000	Blender
1965.wav	5.521	6.705	Speech
1965.wav	8.551	8.976	Speech
1965.wav	8.770	10.000	Blender
1967.wav	0.257	2.182	Speech
1967.wav	0.906	1.705	Blender
1967.wav	3.067	4.083	Blender
1967.wav	3.999	4.488	Speech
1967.wav	7.709	10.000	Blender
197.wav	5.187	5.437	Dishes
1971.wav	0.542	1.962	Speech
1971.wav	2.376	4.180	Blender
1971.wav	4.899	5.438	Speech
1971.wav	5.215	6.029	Blender
1972.wav	1.615	2.536	Speech
1972.wav	3.959	5.607	Speech
1972.wav	4.085	4.738	Dishes
1972.wav	4.918	5.967	Blender
1972.wav	6.521	7.406	Speech
1972.wav	8.313	8.945	Speech
1972.wav	8.672	9.897	Blender
1974.wav	0.011	0.364	Dishes
1974.wav	4.888	5.668	Dishes
1974.wav	5.263	7.164	Blender
1974.wav	6.323	7.304	Speech
1974.wav	8.006	8.968	Speech
1974.wav	8.228	10.000	Blender
1975.wav	7.240	10.000	Blender
1976.wav	4.968	10.000	Blender
1979.wav	1.263	1.676	Speech
1979.wav	2.676	4.524	Dishes
1979.wav	5.330	6.748	Dishes
1979.wav	7.304	8.514	Blender
1979.wav	9.318	9.744	Speech
198.wav	2.205	3.234	Speech
198.wav	2.467	9.205	Blender
198.wav	3.471	4.236	Speech
198.wav	5.088	5.501	Speech
198.wav	9.325	9.696	Dishes
1980.wav	5.877	6.383	Speech
1980.wav	8.450	10.000	Blender
1981.wav	0.702	1.681	Blender
1983.wav	2.660	8.754	Blender
1984.wav	1.524	2.785	Speech
1984.wav	2.700	2.950	Dishes
1984.wav	3.102	8.907	Frying
1984.wav	3.882	6.535	Blender
1984.wav	6.859	8.236	Speech
1984.wav	9.731	10.000	Speech
1985.wav	0.338	10.000	Blender
1985.wav	1.917	4.183	Running_water
1985.wav	6.935	7.667	Speech
1985.wav	8.912	9.513	Dishes
1986.wav	5.100	5.350	Dishes
1986.wav	6.027	7.005	Blender
1986.wav	6.092	8.817	Speech
1987.wav	1.133	1.468	Speech
1987.wav	1.899	2.301	Speech
1987.wav	2.553	2.803	Dishes
1987.wav	3.035	3.437	Speech
1987.wav	4.798	5.942	Blender
1987.wav	6.145	8.119	Speech
1987.wav	8.968	10.000	Blender
1988.wav	1.539	6.506	Speech
1988.wav	2.800	3.830	Dishes
1988.wav	7.242	10.000	Blender
1988.wav	8.039	8.452	Speech
199.wav	5.766	7.377	Dishes
1990.wav	0.892	1.925	Blender
1990.wav	2.120	3.497	Speech
1990.wav	5.845	6.802	Dishes
1990.wav	8.548	9.180	Speech
1991.wav	0.218	0.468	Dishes
1991.wav	3.013	4.161	Speech
1991.wav	4.039	6.692	Blender
1991.wav	5.060	5.581	Speech
1991.wav	6.691	8.175	Speech
1991.wav	8.351	10.000	Blender
1992.wav	3.505	3.761	Dishes
1992.wav	4.283	10.000	Blender
1992.wav	5.204	5.571	Dishes
1995.wav	1.131	4.226	Speech
1995.wav	7.182	8.073	Blender
1995.wav	8.085	9.926	Speech
1998.wav	2.989	8.804	Blender
1999.wav	0.626	1.111	Cat
1999.wav	2.582	3.289	Speech
1999.wav	3.560	4.541	Speech
1999.wav	4.638	5.333	Cat
1999.wav	6.875	10.000	Cat
1999.wav	9.584	10.000	Speech
20.wav	0.160	0.472	Alarm_bell_ringing
20.wav	2.574	2.824	Alarm_bell_ringing
20.wav	2.812	3.062	Dog
20.wav	4.067	4.387	Alarm_bell_ringing
20.wav	5.531	8.072	Alarm_bell_ringing
20.wav	8.560	8.810	Alarm_bell_ringing
200.wav	0.399	0.649	Dishes
200.wav	2.262	3.049	Speech
200.wav	8.620	9.748	Dishes
2000.wav	0.960	3.732	Cat
2000.wav	5.653	6.383	Speech
2000.wav	8.191	9.530	Speech
2001.wav	3.415	5.057	Speech
2001.wav	5.394	6.262	Cat
2001.wav	8.373	9.292	Cat
2001.wav	9.417	10.000	Speech
2002.wav	0.486	0.953	Cat
2002.wav	1.208	1.588	Dog
2002.wav	2.503	3.067	Speech
2002.wav	2.906	3.554	Cat
2002.wav	4.457	5.368	Cat
2002.wav	5.030	5.309	Dog
2002.wav	6.381	7.167	Cat
2002.wav	6.433	6.683	Dog
2002.wav	8.926	10.000	Cat
2004.wav	6.539	7.553	Cat
2005.wav	1.993	2.619	Cat
2005.wav	6.905	7.870	Cat
2006.wav	0.821	3.799	Cat
2006.wav	4.040	5.314	Cat
2006.wav	5.445	7.243	Speech
2006.wav	7.334	7.929	Cat
2006.wav	8.564	9.698	Dog
2006.wav	8.751	9.377	Cat
2008.wav	8.429	9.327	Cat
2009.wav	7.547	8.422	Cat
2011.wav	0.913	1.979	Speech
2011.wav	7.730	9.201	Cat
2012.wav	2.663	3.392	Speech
2012.wav	5.459	6.095	Cat
2013.wav	0.171	1.377	Cat
2013.wav	3.269	4.144	Cat
2013.wav	4.548	5.243	Cat
2013.wav	4.910	5.343	Dog
2013.wav	8.878	9.345	Cat
2015.wav	1.101	6.093	Cat
2015.wav	3.380	4.409	Speech
2018.wav	0.339	1.164	Cat
2018.wav	4.686	6.697	Cat
2018.wav	7.561	8.190	Cat
2018.wav	8.501	10.000	Cat
2019.wav	1.964	2.726	Cat
2019.wav	4.226	4.987	Cat
2019.wav	4.355	5.734	Speech
2019.wav	5.610	7.120	Cat
2020.wav	1.163	1.994	Cat
2020.wav	3.012	3.368	Dog
2020.wav	3.267	4.023	Dishes
2020.wav	5.831	6.267	Dog
2020.wav	6.269	7.234	Cat
2020.wav	8.213	9.367	Cat
2021.wav	0.710	0.960	Speech
2021.wav	1.931	3.301	Speech
2021.wav	2.943	3.418	Cat
2021.wav	5.236	5.638	Speech
2021.wav	5.832	7.437	Cat
2021.wav	7.993	10.000	Cat
2022.wav	0.805	2.275	Cat
2022.wav	1.720	2.197	Speech
2022.wav	3.752	4.388	Cat
2022.wav	4.426	5.961	Speech
2022.wav	5.404	6.457	Cat
2022.wav	7.405	10.000	Speech
2023.wav	9.635	10.000	Cat
2024.wav	2.922	3.617	Cat
2024.wav	7.688	9.366	Cat
2025.wav	7.260	8.060	Cat
2025.wav	9.392	10.000	Cat
2026.wav	1.401	1.651	Speech
2026.wav	2.576	2.826	Dishes
2026.wav	2.863	4.064	Cat
2026.wav	6.295	7.766	Cat
2026.wav	8.554	10.000	Cat
2027.wav	1.450	4.428	Cat
2029.wav	0.393	1.312	Cat
2029.wav	5.878	8.116	Speech
2029.wav	7.661	8.136	Cat
2030.wav	0.135	0.603	Cat
2030.wav	1.018	1.939	Speech
2030.wav	6.204	6.829	Cat
2030.wav	8.657	9.270	Speech
2030.wav	9.083	10.000	Cat
2031.wav	2.494	3.039	Cat
2031.wav	3.971	5.000	Speech
2031.wav	5.263	8.485	Cat
2031.wav	9.593	10.000	Cat
2032.wav	1.293	2.971	Cat
2035.wav	7.226	9.658	Speech
2035.wav	9.088	9.874	Cat
2039.wav	1.372	2.020	Cat
2039.wav	4.919	5.856	Cat
204.wav	6.937	7.187	Dishes
2040.wav	2.038	3.054	Cat
2040.wav	2.074	2.737	Speech
2040.wav	4.648	9.289	Speech
2040.wav	6.669	7.442	Cat
2041.wav	0.624	1.086	Speech
2041.wav	3.025	3.936	Cat
2041.wav	5.619	6.094	Cat
2041.wav	6.839	8.637	Speech
2041.wav	7.097	8.052	Cat
2041.wav	9.031	9.857	Cat
2043.wav	0.105	1.245	Cat
2043.wav	3.287	4.508	Speech
2043.wav	3.788	4.424	Cat
2043.wav	5.596	5.846	Dishes
2043.wav	6.703	7.546	Cat
2044.wav	0.017	5.826	Cat
2044.wav	6.323	7.149	Cat
2044.wav	7.841	8.276	Speech
2047.wav	1.566	2.462	Speech
2047.wav	4.712	5.179	Cat
2048.wav	1.278	1.860	Cat
2048.wav	3.753	4.850	Cat
2048.wav	5.210	6.681	Cat
2048.wav	7.912	8.684	Cat
2049.wav	0.487	5.024	Alarm_bell_ringing
2049.wav	3.011	3.881	Cat
2049.wav	7.026	7.307	Speech
205.wav	0.713	2.236	Dishes
205.wav	3.665	3.915	Dishes
205.wav	8.739	9.025	Dishes
205.wav	9.316	9.769	Dishes
2050.wav	9.072	9.701	Cat
2051.wav	0.053	1.221	Cat
2051.wav	6.904	7.403	Dishes
2052.wav	8.326	8.952	Cat
2055.wav	8.078	9.135	Cat
2056.wav	0.773	1.559	Cat
2056.wav	3.774	4.642	Cat
2056.wav	4.961	5.521	Speech
2056.wav	6.398	6.926	Speech
2059.wav	1.538	2.414	Cat
2059.wav	5.045	6.693	Speech
2059.wav	6.555	7.546	Cat
2059.wav	8.721	10.000	Speech
206.wav	4.282	4.532	Dishes
206.wav	4.956	6.267	Speech
206.wav	5.076	9.700	Running_water
2060.wav	1.202	2.070	Cat
2060.wav	2.336	3.211	Cat
2060.wav	6.185	7.096	Cat
2060.wav	8.885	9.975	Cat
2065.wav	5.060	5.310	Dishes
2065.wav	5.817	6.345	Dishes
2067.wav	2.114	2.527	Dishes
2067.wav	2.509	3.067	Speech
2067.wav	3.960	4.741	Dishes
2067.wav	7.235	7.826	Dishes
2067.wav	9.623	9.979	Dishes
207.wav	0.564	0.814	Dishes
207.wav	4.794	5.679	Speech
207.wav	6.267	8.169	Speech
2070.wav	0.582	0.886	Dishes
2070.wav	7.987	8.743	Dishes
2070.wav	8.714	9.896	Speech
2071.wav	1.441	2.171	Speech
2071.wav	2.348	3.767	Dishes
2071.wav	2.653	4.302	Speech
2071.wav	4.996	5.277	Dishes
2071.wav	5.648	5.898	Dishes
2071.wav	7.521	8.407	Speech
2071.wav	7.545	7.795	Dishes
2071.wav	9.599	10.000	Dishes
2073.wav	0.115	0.630	Dishes
2073.wav	2.774	3.339	Dishes
2073.wav	7.811	9.984	Speech
2076.wav	0.751	1.228	Speech
2076.wav	0.879	2.294	Dishes
2076.wav	3.641	4.398	Dishes
2076.wav	3.861	6.612	Speech
2076.wav	9.674	10.000	Speech
2079.wav	1.274	1.710	Dishes
2080.wav	2.891	3.252	Dishes
2080.wav	5.663	5.979	Dishes
2080.wav	6.738	7.196	Speech
2081.wav	6.080	6.528	Dishes
2084.wav	0.117	0.730	Dishes
2084.wav	2.211	3.473	Dishes
2084.wav	5.683	7.897	Speech
2084.wav	6.323	6.647	Dishes
2084.wav	7.996	8.499	Dishes
2084.wav	9.405	10.000	Speech
2086.wav	3.402	3.652	Dishes
2087.wav	7.198	9.476	Speech
2087.wav	9.158	9.621	Dishes
2088.wav	6.458	6.969	Dishes
209.wav	0.618	1.930	Speech
209.wav	0.973	2.002	Dishes
209.wav	2.384	4.662	Speech
209.wav	7.346	8.049	Dishes
209.wav	8.871	9.523	Dishes
2091.wav	2.381	2.631	Dishes
2091.wav	4.249	5.167	Dishes
2091.wav	4.696	6.583	Speech
2091.wav	6.428	6.678	Dishes
2092.wav	5.811	8.456	Speech
2092.wav	8.089	8.382	Dishes
2092.wav	8.986	9.236	Dishes
2092.wav	9.218	10.000	Running_water
2094.wav	0.139	2.912	Running_water
2094.wav	2.516	8.600	Frying
2094.wav	3.095	3.355	Dishes
2094.wav	4.036	5.116	Speech
2094.wav	7.552	8.000	Dishes
2096.wav	5.732	6.099	Dishes
2096.wav	7.220	7.470	Dishes
2096.wav	8.519	8.769	Dishes
2097.wav	0.875	1.367	Dishes
2097.wav	3.309	5.069	Dishes
2097.wav	6.010	6.926	Dishes
2097.wav	7.792	10.000	Speech
2097.wav	9.259	10.000	Frying
2099.wav	0.207	0.641	Dishes
2099.wav	0.988	10.000	Frying
2099.wav	1.489	2.171	Speech
2099.wav	4.314	4.805	Dishes
2099.wav	5.299	5.549	Dishes
2099.wav	7.245	7.495	Dishes
2099.wav	7.650	8.332	Speech
21.wav	3.593	7.602	Speech
21.wav	5.404	5.726	Alarm_bell_ringing
21.wav	5.943	6.193	Alarm_bell_ringing
21.wav	7.222	10.000	Alarm_bell_ringing
21.wav	9.582	9.988	Speech
210.wav	0.267	0.517	Dishes
2100.wav	0.888	1.689	Speech
2100.wav	5.456	6.384	Dishes
2100.wav	7.482	7.732	Speech
2100.wav	8.097	10.000	Dishes
2108.wav	2.239	3.715	Speech
2108.wav	4.340	4.590	Dishes
2108.wav	4.921	5.839	Dishes
2108.wav	6.323	6.617	Dishes
2108.wav	6.404	7.021	Blender
2108.wav	7.205	7.575	Dishes
2108.wav	8.624	9.058	Dishes
211.wav	1.047	1.297	Speech
211.wav	3.871	4.121	Dishes
211.wav	8.762	10.000	Speech
2110.wav	0.736	1.301	Dishes
2111.wav	2.247	2.739	Dishes
2112.wav	5.656	6.427	Dishes
2114.wav	1.570	2.599	Speech
2114.wav	3.447	5.792	Running_water
2114.wav	4.069	5.829	Dishes
2114.wav	6.371	6.936	Dishes
2114.wav	7.365	7.670	Dishes
2114.wav	7.458	8.379	Speech
2114.wav	8.710	10.000	Speech
2115.wav	1.453	2.065	Dishes
2115.wav	6.183	6.433	Dishes
2115.wav	8.626	8.876	Dishes
2116.wav	0.202	0.767	Dishes
2116.wav	1.784	2.284	Dishes
2116.wav	4.458	4.987	Dishes
2116.wav	7.437	7.687	Dishes
2116.wav	8.815	9.885	Cat
2116.wav	9.112	10.000	Running_water
2118.wav	0.317	0.776	Speech
2118.wav	1.349	1.599	Dishes
2118.wav	4.359	4.654	Dishes
2118.wav	6.540	7.117	Dishes
2118.wav	7.802	8.515	Speech
2120.wav	2.340	3.096	Dishes
2120.wav	4.349	4.807	Dishes
2120.wav	6.462	10.000	Speech
2121.wav	0.554	1.777	Dishes
2121.wav	2.713	3.241	Speech
2121.wav	3.530	3.896	Dishes
2121.wav	5.873	7.030	Speech
2121.wav	8.115	9.588	Speech
2122.wav	0.545	0.795	Dishes
2122.wav	4.409	4.770	Dishes
2122.wav	5.486	5.912	Speech
2122.wav	6.390	8.520	Dishes
2122.wav	8.567	9.289	Speech
2122.wav	8.806	10.000	Dishes
2123.wav	1.242	2.163	Speech
2123.wav	2.090	2.640	Dog
2123.wav	4.760	5.010	Dog
2123.wav	5.375	6.542	Dog
2123.wav	7.268	10.000	Speech
2125.wav	2.478	3.954	Speech
2125.wav	4.414	6.669	Dog
2125.wav	7.125	7.582	Dog
2125.wav	8.449	9.177	Dog
2125.wav	8.854	9.483	Cat
2126.wav	1.786	3.327	Dog
2126.wav	8.842	9.092	Dog
2128.wav	0.461	1.843	Dog
2128.wav	4.786	5.127	Dog
2128.wav	5.391	5.793	Speech
2128.wav	7.424	7.674	Dog
2128.wav	9.425	9.883	Dog
2129.wav	0.909	1.160	Dog
213.wav	5.329	6.841	Dishes
2130.wav	2.994	3.331	Dog
2130.wav	4.097	5.270	Speech
2130.wav	8.443	9.072	Dog
2131.wav	1.245	3.136	Dog
2131.wav	6.203	6.453	Alarm_bell_ringing
2131.wav	6.658	7.444	Speech
2131.wav	7.933	8.294	Dishes
2131.wav	8.561	9.151	Dog
2131.wav	9.195	10.000	Running_water
2133.wav	4.863	5.307	Dog
2133.wav	4.905	6.281	Speech
2133.wav	7.250	8.867	Dog
2134.wav	0.488	0.951	Dog
2134.wav	4.110	4.360	Dog
2134.wav	5.364	5.885	Speech
2134.wav	5.462	5.796	Dog
2134.wav	5.949	7.881	Dog
2134.wav	9.308	10.000	Dog
2137.wav	0.332	0.860	Speech
2137.wav	0.770	1.104	Dog
2137.wav	2.086	2.706	Speech
2137.wav	3.210	4.901	Dog
2137.wav	5.707	6.959	Speech
2137.wav	7.239	7.648	Dog
2137.wav	8.137	9.530	Speech
2137.wav	9.631	10.000	Dog
2138.wav	0.093	0.373	Dog
2138.wav	2.661	4.695	Dog
2138.wav	5.169	5.495	Dog
2138.wav	7.835	8.170	Dog
2138.wav	9.033	9.372	Speech
2138.wav	9.669	10.000	Speech
214.wav	3.226	3.830	Dishes
214.wav	4.421	4.671	Dishes
214.wav	5.738	5.988	Dishes
214.wav	6.504	7.015	Dishes
214.wav	7.776	8.026	Dishes
2140.wav	4.112	6.390	Speech
2140.wav	4.712	8.537	Dog
2140.wav	8.752	9.128	Dog
2145.wav	5.237	5.615	Dog
2146.wav	2.494	3.970	Speech
2146.wav	2.508	5.916	Dog
2147.wav	0.460	0.851	Dog
2147.wav	1.668	2.911	Dog
2147.wav	3.514	4.576	Dog
2147.wav	4.269	7.451	Speech
2147.wav	5.397	5.723	Dog
2147.wav	7.459	10.000	Dog
2147.wav	7.909	8.601	Speech
2149.wav	3.142	3.869	Dog
2149.wav	7.771	8.115	Dog
215.wav	0.989	1.500	Dishes
215.wav	2.993	3.643	Speech
215.wav	3.164	5.897	Dishes
215.wav	8.417	8.667	Dishes
2150.wav	0.127	0.762	Speech
2150.wav	2.115	2.365	Dog
2150.wav	3.791	4.107	Speech
2150.wav	4.149	4.488	Dog
2150.wav	4.671	5.011	Dog
2150.wav	6.074	7.432	Dog
2150.wav	6.342	7.156	Speech
2150.wav	7.815	8.867	Dog
2150.wav	9.209	10.000	Speech
2152.wav	1.095	3.408	Dog
2152.wav	3.600	5.622	Dog
2152.wav	5.011	5.826	Speech
2152.wav	7.576	8.032	Dog
2155.wav	0.609	5.103	Dog
2155.wav	5.361	5.641	Dog
2155.wav	9.743	10.000	Speech
2156.wav	0.493	2.956	Dog
2156.wav	3.115	6.205	Dog
2156.wav	6.740	7.720	Dog
216.wav	1.854	4.120	Running_water
216.wav	2.808	3.386	Dishes
216.wav	4.887	5.345	Speech
216.wav	5.596	6.161	Dishes
216.wav	7.056	8.013	Dishes
216.wav	9.741	10.000	Speech
2161.wav	1.118	2.496	Dog
2161.wav	3.459	4.291	Speech
2161.wav	4.855	5.142	Dog
2161.wav	6.390	6.986	Dog
2161.wav	8.362	8.975	Speech
2161.wav	8.646	10.000	Dog
2162.wav	3.581	4.086	Cat
2162.wav	4.358	4.701	Dog
2166.wav	0.310	0.634	Dog
2167.wav	5.230	5.554	Dog
2167.wav	7.036	7.616	Speech
217.wav	0.083	0.662	Dishes
217.wav	1.684	2.097	Dishes
217.wav	3.729	3.979	Dishes
217.wav	6.658	8.180	Dishes
217.wav	9.401	9.890	Speech
2171.wav	2.173	3.135	Speech
2171.wav	2.261	2.511	Dog
2171.wav	8.546	10.000	Speech
2173.wav	0.232	3.049	Dog
2173.wav	4.069	4.471	Speech
2173.wav	5.187	5.447	Dog
2173.wav	6.895	7.813	Dishes
2173.wav	7.489	8.357	Cat
2173.wav	9.207	9.681	Dog
2174.wav	2.487	2.929	Dog
2174.wav	3.281	3.763	Dog
2174.wav	4.538	6.512	Speech
2174.wav	6.512	7.584	Dog
2174.wav	8.191	10.000	Dog
2178.wav	5.437	5.780	Speech
2178.wav	7.278	7.528	Dog
218.wav	0.107	0.402	Dishes
218.wav	0.757	1.296	Speech
218.wav	1.477	1.913	Dishes
218.wav	2.188	2.624	Dishes
218.wav	7.292	8.023	Dishes
218.wav	8.237	8.838	Dishes
218.wav	8.723	9.040	Speech
218.wav	9.263	10.000	Dishes
2182.wav	6.454	7.989	Speech
2182.wav	6.805	8.180	Dog
2184.wav	2.251	3.083	Speech
2184.wav	5.124	9.323	Dog
2186.wav	9.622	10.000	Electric_shaver_toothbrush
2188.wav	6.957	10.000	Electric_shaver_toothbrush
2191.wav	0.250	10.000	Electric_shaver_toothbrush
2191.wav	6.428	6.917	Speech
2192.wav	2.545	4.519	Speech
2192.wav	3.442	10.000	Electric_shaver_toothbrush
2194.wav	2.980	10.000	Electric_shaver_toothbrush
2196.wav	0.192	1.024	Speech
2196.wav	1.382	2.184	Speech
2196.wav	1.608	5.718	Electric_shaver_toothbrush
2196.wav	8.207	8.735	Speech
2197.wav	1.073	4.627	Speech
2197.wav	8.229	8.574	Speech
2197.wav	9.396	10.000	Electric_shaver_toothbrush
2198.wav	9.294	10.000	Electric_shaver_toothbrush
2198.wav	9.512	10.000	Speech
2199.wav	3.801	5.782	Electric_shaver_toothbrush
2201.wav	5.170	5.893	Speech
2201.wav	5.323	10.000	Electric_shaver_toothbrush
2203.wav	3.859	6.627	Speech
2203.wav	8.758	10.000	Speech
2203.wav	9.306	10.000	Electric_shaver_toothbrush
2204.wav	1.993	10.000	Electric_shaver_toothbrush
2204.wav	8.148	10.000	Alarm_bell_ringing
2205.wav	2.081	10.000	Electric_shaver_toothbrush
2206.wav	4.644	10.000	Electric_shaver_toothbrush
2206.wav	6.864	8.512	Speech
2207.wav	1.295	10.000	Electric_shaver_toothbrush
2207.wav	1.382	2.169	Speech
2207.wav	2.412	2.662	Speech
2207.wav	6.827	7.748	Speech
2208.wav	1.026	3.545	Speech
2208.wav	4.792	10.000	Electric_shaver_toothbrush
2208.wav	5.348	6.979	Speech
2210.wav	3.914	10.000	Electric_shaver_toothbrush
2211.wav	5.758	9.824	Electric_shaver_toothbrush
2211.wav	7.487	8.862	Speech
2212.wav	9.092	10.000	Electric_shaver_toothbrush
2214.wav	0.420	5.740	Electric_shaver_toothbrush
2219.wav	0.231	10.000	Electric_shaver_toothbrush
2219.wav	1.092	1.393	Speech
2220.wav	0.732	2.573	Speech
2220.wav	3.792	4.205	Speech
2220.wav	5.982	10.000	Electric_shaver_toothbrush
2221.wav	1.816	3.947	Speech
2221.wav	8.653	10.000	Speech
2221.wav	9.343	10.000	Electric_shaver_toothbrush
2223.wav	0.580	2.644	Speech
2223.wav	2.591	10.000	Electric_shaver_toothbrush
2225.wav	2.176	2.697	Speech
2225.wav	4.565	10.000	Electric_shaver_toothbrush
2226.wav	3.707	10.000	Electric_shaver_toothbrush
2226.wav	3.710	4.857	Speech
2226.wav	8.981	10.000	Speech
2227.wav	0.233	3.001	Speech
2227.wav	5.747	6.931	Speech
2227.wav	7.485	10.000	Electric_shaver_toothbrush
2229.wav	4.449	10.000	Electric_shaver_toothbrush
2229.wav	8.118	8.638	Speech
223.wav	4.284	5.177	Dishes
2231.wav	6.754	10.000	Electric_shaver_toothbrush
2232.wav	0.865	2.240	Speech
2232.wav	3.677	4.858	Speech
2232.wav	6.086	10.000	Electric_shaver_toothbrush
2232.wav	6.489	7.303	Speech
2233.wav	5.348	6.727	Speech
2233.wav	7.452	10.000	Electric_shaver_toothbrush
2233.wav	8.425	8.675	Speech
2235.wav	5.542	8.466	Speech
2235.wav	7.272	10.000	Electric_shaver_toothbrush
2236.wav	2.785	4.870	Speech
2236.wav	5.841	7.436	Speech
2236.wav	8.710	10.000	Electric_shaver_toothbrush
2237.wav	0.624	1.781	Speech
2237.wav	7.391	10.000	Electric_shaver_toothbrush
224.wav	7.945	8.226	Dishes
224.wav	8.423	10.000	Frying
2241.wav	9.606	10.000	Electric_shaver_toothbrush
2243.wav	3.647	5.078	Speech
2243.wav	5.762	6.251	Speech
2243.wav	6.253	10.000	Electric_shaver_toothbrush
2247.wav	6.194	7.024	Dishes
2247.wav	8.087	10.000	Frying
2248.wav	3.610	10.000	Frying
2256.wav	0.438	0.688	Dishes
2256.wav	1.369	2.466	Dishes
2256.wav	5.618	10.000	Frying
2261.wav	0.778	10.000	Frying
2261.wav	1.821	2.138	Speech
2263.wav	2.262	2.751	Speech
2263.wav	4.728	4.978	Dishes
2263.wav	8.035	10.000	Frying
2264.wav	0.679	1.258	Dishes
2264.wav	1.081	1.487	Speech
2264.wav	3.905	4.935	Speech
2264.wav	5.936	10.000	Frying
2264.wav	8.714	9.392	Dishes
2268.wav	1.588	2.958	Speech
2268.wav	4.108	10.000	Frying
2269.wav	1.606	1.856	Dishes
2269.wav	2.175	2.931	Dishes
2269.wav	2.983	10.000	Frying
2269.wav	6.618	6.868	Dishes
2269.wav	7.795	8.120	Dishes
227.wav	2.302	2.904	Dishes
2270.wav	0.022	0.735	Speech
2270.wav	1.507	3.342	Speech
2270.wav	4.900	5.150	Dishes
2270.wav	4.979	10.000	Frying
2270.wav	5.051	8.397	Speech
2270.wav	9.746	10.000	Speech
2275.wav	1.209	1.965	Dishes
2275.wav	4.896	10.000	Frying
2275.wav	8.877	10.000	Speech
2276.wav	3.038	10.000	Frying
2276.wav	4.421	4.985	Speech
2276.wav	5.244	5.764	Speech
2277.wav	0.047	0.297	Dishes
2277.wav	1.056	2.854	Speech
2277.wav	2.344	3.156	Dishes
2277.wav	3.238	5.864	Speech
2277.wav	5.206	5.807	Dishes
2277.wav	9.535	10.000	Frying
2279.wav	7.262	10.000	Frying
228.wav	5.382	5.632	Dishes
228.wav	5.472	5.992	Speech
228.wav	6.888	10.000	Dishes
2280.wav	0.656	2.870	Speech
2280.wav	1.471	10.000	Frying
2280.wav	3.120	4.149	Dishes
2280.wav	5.116	5.411	Dishes
2280.wav	7.596	7.856	Dishes
2280.wav	9.589	9.839	Speech
2281.wav	1.587	2.544	Dishes
2281.wav	3.038	10.000	Frying
2281.wav	5.778	7.208	Speech
2283.wav	0.725	2.374	Speech
2283.wav	9.306	10.000	Frying
2283.wav	9.384	10.000	Speech
2284.wav	1.020	1.270	Dishes
2284.wav	6.313	10.000	Frying
2288.wav	2.338	2.588	Dishes
2288.wav	3.050	10.000	Frying
2288.wav	3.485	5.376	Speech
2294.wav	2.287	3.118	Dishes
2294.wav	3.653	10.000	Frying
2295.wav	2.025	2.275	Dishes
2295.wav	3.881	10.000	Frying
23.wav	6.862	9.431	Alarm_bell_ringing
2302.wav	0.000	10.000	Frying
2302.wav	1.158	1.697	Speech
2302.wav	4.526	5.327	Speech
2303.wav	0.000	10.000	Frying
2303.wav	2.586	2.836	Dishes
2303.wav	9.569	9.819	Dishes
2307.wav	0.000	10.000	Frying
2308.wav	4.231	4.752	Speech
2308.wav	5.556	10.000	Running_water
2310.wav	3.286	4.016	Speech
2310.wav	6.424	10.000	Running_water
2313.wav	4.945	5.397	Dishes
2313.wav	7.205	10.000	Running_water
2317.wav	2.964	10.000	Running_water
2317.wav	8.583	9.789	Cat
232.wav	5.283	6.240	Dishes
232.wav	8.291	8.541	Speech
2321.wav	1.727	2.560	Speech
2321.wav	3.032	3.628	Cat
2321.wav	3.622	4.056	Speech
2321.wav	4.298	7.131	Running_water
2321.wav	8.775	9.201	Speech
2321.wav	9.681	10.000	Cat
2322.wav	7.832	10.000	Running_water
233.wav	2.789	3.198	Dishes
2330.wav	0.808	1.233	Speech
2330.wav	8.628	10.000	Running_water
2330.wav	9.103	10.000	Speech
2333.wav	4.335	5.297	Speech
2333.wav	6.235	7.036	Speech
2333.wav	8.699	10.000	Running_water
2337.wav	6.303	8.569	Running_water
2337.wav	8.152	8.402	Speech
2337.wav	9.030	9.631	Dishes
2337.wav	9.638	10.000	Running_water
234.wav	1.661	1.911	Dishes
234.wav	4.231	5.885	Speech
234.wav	4.670	5.106	Dishes
234.wav	5.757	7.697	Dishes
